#group,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,string,double,double,string,double,string,string,string,double,double,double,double,double,double,double,double,string,string,string,string,double,double,dateTime:RFC3339,string,string,string,string,double,double
#default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,applicationID,applicationName,data_boardVoltage,data_distance,devEUI,fCnt,fPort,host,nodeName,rxInfo_altitude_0,rxInfo_altitude_1,rxInfo_latitude_0,rxInfo_latitude_1,rxInfo_loRaSNR_0,rxInfo_loRaSNR_1,rxInfo_longitude_0,rxInfo_longitude_1,rxInfo_mac_0,rxInfo_mac_1,rxInfo_name_0,rxInfo_name_1,rxInfo_rssi_0,rxInfo_rssi_1,time,txInfo_adr,txInfo_codeRate,txInfo_dataRate_bandwidth,txInfo_dataRate_modulation,txInfo_dataRate_spreadFactor,txInfo_frequency
,17,SmartCampusMaua,0.712,3457,0004a30b00001001,135,100,d29a0b90e22b,WaterTankLavel_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:34.604402114Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.316,3248,0004a30b00001001,135,100,d29a0b90e22b,WaterTankLavel_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:42.605147078Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.212,2079,0004a30b00001001,135,100,d29a0b90e22b,WaterTankLavel_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:50.656869052Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.636,1261,0004a30b00001001,135,100,d29a0b90e22b,WaterTankLavel_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:58.621422492Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.895,278,0004a30b00001001,135,100,d29a0b90e22b,WaterTankLavel_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:06.604318908Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.445,3684,0004a30b00001001,135,100,d29a0b90e22b,WaterTankLavel_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:14.605101054Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.522,3675,0004a30b00001001,135,100,d29a0b90e22b,WaterTankLavel_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:22.604253951Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.14,801,0004a30b00001001,135,100,d29a0b90e22b,WaterTankLavel_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:30.604498939Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.71,778,0004a30b00001001,135,100,d29a0b90e22b,WaterTankLavel_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:38.617096516Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.081,822,0004a30b00001001,135,100,d29a0b90e22b,WaterTankLavel_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:46.60567485Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.447,3037,0004a30b00001001,135,100,d29a0b90e22b,WaterTankLavel_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:54.604842363Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.769,528,0004a30b00001001,135,100,d29a0b90e22b,WaterTankLavel_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:02.604925633Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,4.044,1285,0004a30b00001001,135,100,d29a0b90e22b,WaterTankLavel_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:10.604252875Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.702,2216,0004a30b00001001,135,100,d29a0b90e22b,WaterTankLavel_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:18.604121999Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.408,363,0004a30b00001001,135,100,d29a0b90e22b,WaterTankLavel_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:26.605999992Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.502,3849,0004a30b00001001,135,100,d29a0b90e22b,WaterTankLavel_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:34.604422355Z,true,4/5,125,LORA,9,916200000
